어휘,품사,뜻풀이
데낭,부사,‘저냥’의 방언
데너,명사,발타자어 데너l 독일의 화가(1685~1749). 초상화를 많이 그렸으며l 후기 그림으로 갈수록 극단적 자연주의 성향이 나타난다.
데넘,명사,‘되놈’의 방언
데넘구다,동사,‘되넘기다’의 방언
데네볼라,명사,사자자리에서 둘째로 밝은 별. 백색의 항성(恒星)으로 사자자리의 꼬리 부분에 있으며l 밝기는 2.2등급이고l 지구에서 43광년 떨어져 있다.
데네브,명사,백조자리에서 가장 밝은 별. 청백색의 항성(恒星)으로 백조자리의 꼬리 부분에 있으며l 밝기는 1.3등급이고l 지구에서 1l500광년 떨어져 있다.
데네커,명사,요한 하인리히 데네커l 독일의 조각가(1758~1841). 신화(神話)를 주제로 한 작품을 많이 만든l 대표적인 고전주의 미술가이다.
데노파민,명사,아드레날린 베타 원 수용체의 효능제로 작용하여 심수축력을 증가시키는 약물. 울혈성 심부전과 폐부종의 치료에 사용한다. ⇒규범 표기는 미확정이다.
데누이,명사,기계를 쓰지 아니하고 직접 손으로 하는 바느질.
데눕다,동사,‘되눕다’의 방언
데눙허다,형용사,‘데퉁하다’의 방언
데는대로,부사,‘되는대로’의 방언
데늠,명사,‘되놈’의 방언
데니,명사,조선 고종 때의 외교 고문(?~?). 러시아 공사 베베르와 결탁하여 중국 청나라의 조선 간섭에 반대하였으나 이홍장의 노여움을 사 소환되었다. 저서에 ≪청한론(淸韓論)≫이 있다.
데니다,동사,‘다니다’의 방언
데니ㆍ마르팡증후군,품사 없음,선천 매독과 관련하여 강직 마비와 정신 지체가 있는 증후군. ⇒규범 표기는 미확정이다.
데니숀무용단,품사 없음,1915년 미국에서 최초로 만들어진 현대 무용단. 현대 무용의 개척자 <FL>데니스</FL>와 남편 숀이 만들어 둘의 이름을 딴 것이다. ⇒규범 표기는 미확정이다.
데니숀무용학교,품사 없음,1915년 미국의 무용가 <FL>데니스</FL>와 남편 숀이 로스앤젤레스에 설립한 무용 학교. 미국 초기 무용계에서 선구적인 역할을 하였다. ⇒규범 표기는 미확정이다.
데니스,명사,루스 세인트 데니스l 미국의 무용가ㆍ안무가(1877~1968). 미국 모던 댄스 발전에 기틀을 다졌으며l 1915년에는 <FL>데니숀</FL> 무용 학교를 설립하여 많은 수재들을 배출하였다.
데니스ㆍ드래쉬증후군,품사 없음,신장 병증l <FL>윌름스 종양</FL> 및 생식 기관 이상을 포함한 증후군. ⇒규범 표기는 미확정이다.
데니시레드,명사,소의 한 품종. 암컷의 몸무게는 650kg 정도이며l 총유량은 연 4l500kg 정도이다. 털은 붉은빛을 띤 어두운 갈색으로 육질이 좋다. 덴마크가 원산지이다.
데니시식빵,명사,반죽을 세 가닥으로 갈라 매듭처럼 꼬아 빵틀에 넣고 구운 식빵. ⇒규범 표기는 미확정이다.
데니시엠브로이더리,품사 없음,흰색 천에 흰 실을 사용하여 컷워크나 드론워크를 하는 덴마크의 전통적 자수를 통틀어 이르는 말. ⇒규범 표기는 미확정이다.
데니시페이스트리,명사,밀가루 반죽에 유지를 넣고 접었다 밀대로 미는 과정을 반복하여 여러 겹의 얇은 층과 결이 생기도록 반죽하여 구운 덴마크식 과자 또는 빵. 달팽이 모양l 초승달 모양l 바람개비 모양l 리본 모양 등으로 만든다. ⇒규범 표기는 미확정이다.
데니어,의존 명사,생사(生絲)l 인조 견사l 나일론사 따위의 연속 섬유 혹은 단섬유의 굵기를 나타내는 단위. 1데니어는 길이 450미터인 실의 무게가 0.05그램일 때의 굵기로l 무게가 두 배이면 2데니어l 열 배이면 10데니어이다. 기호는 D.
데니의 하루,품사 없음,1990년 조승미가 인형을 소재로 하여 안무한 발레 작품. 그해 서울 무용제에서 안무상과 연기상을 수상하였다. ⇒규범 표기는 미확정이다.
데니킨,명사,안톤 이바노비치 데니킨l 소련의 군인(1872~1947). 러시아 혁명 후에는 백군(白軍)의 지도자로 활약하다가 프랑스로 망명하였다. 저서에 ≪러시아 동란사≫가 있다.
데니팝,명사,쌀에 기장쌀과 강낭콩을 섞어서 지은 밥
데님,명사,두꺼운 무명실로 짠 능직(綾織)의 면직물. 질기고 잘 해지지 아니하여 가구의 커버나 작업복에 쓴다.
데님디스코스,품사 없음,디스코 댄서들의 옷차림과 춤. 미국 서부 영화의 영향을 받아 디스코 댄서들의 옷차림과 춤의 유행이 바뀌었으며l 컨트리 뮤직 디스코의 발생에 영향을 끼쳤다. ⇒규범 표기는 미확정이다.
데님룩,품사 없음,데님으로 만든 청바지l 청 재킷l 청치마 따위를 입은 옷차림.
데님바지,품사 없음,두꺼운 무명실로 짠 능직(綾織)의 면직물로 만든 바지.
데님셔츠,품사 없음,두꺼운 무명실로 짠 능직(綾織)의 면직물로 만든 셔츠.
데님스커트,품사 없음,두꺼운 무명실로 짠 능직(綾織)의 면직물로 만든 서양식 치마.
데님워시가공,품사 없음,옷이나 천l 가죽 따위를 여러 번 세탁하여 부드러운 촉감을 살리는 가공 방법. ⇒규범 표기는 미확정이다.
데님워시트진,품사 없음,반복 세탁으로 부드러운 촉감을 살린 청바지. ⇒규범 표기는 미확정이다.
데님워싱,품사 없음,데님에 강도l 신축성l 미적 효과를 높이기 위해서 하는 가공. 돌이나 미세한 모래를 이용하는 기계적 세척과 효소l 산l 표백제를 이용하는 화학적 세척 방법이 있다.
데님원피스,품사 없음,두꺼운 무명실로 짠 능직(綾織)의 면직물로 만든 원피스.
데님재킷,품사 없음,두꺼운 무명실로 짠 능직(綾織)의 면직물로 만든 재킷.
데님저지,품사 없음,날실에 면l 모l 합성 섬유 따위의 섬유를 사용하고 씨실에 흰색 또는 색실을 이용하여 능직으로 짠 편직물. 신축성이 있어 캐주얼웨어에 많이 사용한다.
데님조끼,품사 없음,두꺼운 무명실로 짠 능직(綾織)의 면직물로 만든 조끼.
데님치마,품사 없음,두꺼운 무명실로 짠 능직(綾織)의 면직물로 만든 치마.
데님팬츠,품사 없음,두꺼운 무명실로 짠 능직(綾織)의 면직물로 만든l 운동 경기를 할 때에 입는 짧은 바지.
데다,동사,불이나 뜨거운 기운으로 말미암아 살이 상하다. 또는 그렇게 하다.
데다끄다,동사,‘닦다’의 방언
데다보다,동사,‘들여다보다’의 방언
데다뵈키다,동사,‘들여다보이다’의 방언
데닥데닥,부사,‘누덕누덕’의 방언
데당,명사,‘저당’의 방언
데당트,명사,적대 관계에 있던 두 진영이나 국가들 사이에 지속되던 긴장이 풀려 화해의 분위기가 조성되는 상태. 또는 그것을 지향하는 정책. ⇒규범 표기는 ‘데탕트’이다.
데더보다,동사,‘들여다보다’의 방언
데더뵈키다,동사,‘들여다보이다’의 방언
데데,품사 없음,‘데데하다’의 어근.
데데거리다,동사,시끄럽게 그치지 않고 이야기하다.
데데기,명사,‘두더지’의 방언
데데다,동사,‘데되다’의 방언
데데에르,명사,1990년 독일의 통일이 이루어지기 이전에 사용한 동독의 국호.
데데킨드실수,품사 없음,데데킨트가 유리수의 절단 개념에 의하여 정의한 실수. 집합론의 용어이다. ⇒규범 표기는 ‘데데킨트 실수’이다.
데데킨드의공리,품사 없음,해석학에서 실수의 완비성을 표현하는 데 사용되는 공리. ⇒규범 표기는 ‘데데킨트의 공리’이다.
데데킨드절단,품사 없음,데데킨트의 공리를 만족하는 두 부분 집합의 쌍. 무리수의 정의를 확실하게 하기 위해 집합과 집합의 절단이라는 개념을 사용한 것이다. ⇒규범 표기는 ‘데데킨트 절단’이다.
데데킨드정역,품사 없음,모든 아이디얼이 유한개의 소아이디얼의 곱으로 표현될 수 있는 정역. ⇒규범 표기는 ‘데데킨트 정역’이다.
데데킨드제타함수,품사 없음,소수의 개수는 무한함을 증명하는 함수. <img style=vertical-align: middle; src='https://opendic.korean.go.kr/JSP/formula.jsp?latex=%5Czeta+%28s%29+%3D+%5Csum_%7Bk%3D1%7D%5E%7B%5Cinfty%7D+%5Cfrac%7B1%7D%7Bk%5E%7Bs%7D%7D%3D%5Cprod_%7Bp%3Aprime%7D%5E%7B%7D%5Cfrac%7B1%7D%7B1-%5Cfrac%7B1%7D%7Bp%5E%7Bs%7D%7D%7D'>로 나타낸다. ⇒규범 표기는 ‘데데킨트 제타 함수’이다.
데데킨드환,명사,모든 아이디얼이 유한개의 소아이디얼의 곱으로 표현될 수 있는 정역. ⇒규범 표기는 ‘데데킨트환’이다.
데데킨트,명사,율리우스 빌헬름 리하르트 데데킨트l 독일의 수학자(1831~1916). 대수적 수론(代數的數論)l 무리수론(無理數論)l 자연수론(自然數論) 따위의 기초를 세웠으며l 저서에 ≪연속과 무리수≫가 있다.
데데킨트실수,품사 없음,데데킨트가 유리수의 절단 개념에 의하여 정의한 실수. 집합론의 용어이다.
데데킨트의공리,품사 없음,해석학에서 실수의 완비성을 표현하는 데 사용되는 공리.
데데킨트절단,품사 없음,데데킨트의 공리를 만족하는 두 부분 집합의 쌍. 무리수의 정의를 확실하게 하기 위해 집합과 집합의 절단이라는 개념을 사용한 것이다.
데데킨트정역,품사 없음,모든 아이디얼이 유한개의 소아이디얼의 곱으로 표현될 수 있는 정역.
데데킨트제타함수,품사 없음,소수의 개수는 무한함을 증명하는 함수. <img style=vertical-align: middle; src='https://opendic.korean.go.kr/JSP/formula.jsp?latex=%5Czeta+%28s%29+%3D+%5Csum_%7Bk%3D1%7D%5E%7B%5Cinfty%7D+%5Cfrac%7B1%7D%7Bk%5E%7Bs%7D%7D%3D%5Cprod_%7Bp%3Aprime%7D%5E%7B%7D%5Cfrac%7B1%7D%7B1-%5Cfrac%7B1%7D%7Bp%5E%7Bs%7D%7D%7D'>로 나타낸다.
데데킨트환,명사,모든 아이디얼이 유한개의 소아이디얼의 곱으로 표현될 수 있는 정역.
데데하다,형용사,변변하지 못하여 보잘것없다.
데뎅키다,동사,‘들키다’의 방언
데도록,부사,‘되도록’의 방언
데돌다,동사,‘되돌다’의 방언
데돌리다,동사,‘되돌리다’의 방언
데돌아가다,동사,‘되돌아가다’의 방언
데돌아보다,동사,‘되돌아보다’의 방언
데돌아서다,동사,‘되돌아서다’의 방언
데돌아오다,동사,‘되돌아오다’의 방언
데되다,동사,됨됨이가 제대로 잘 이루어지지 못하다.
데두룩,부사,‘되도록’의 방언
데드,명사,럭비 풋볼ㆍ배구 따위에서l 공이 경기선 밖에 있는 일.
데드다이브,품사 없음,비행기가 공중에서 직각으로 아래를 향하여 내려오는 일.
데드라인,명사,더 이상은 넘어갈 수 없는 최종적인 한계.
데드라인스케줄링,품사 없음,실시간 운영 체제에서 사용되는 작업 스케줄링 방법. 실시간 시스템에서는 입력된 모든 작업을 반드시 주어진 데드라인 안에 마쳐야 하기 때문에l 한정된 시간과 작업의 우선순위를 고려하여 특정 작업을 실행할 수 있도록 한다.
데드레벨,품사 없음,외국 프로 레슬링에서l 상대편의 머리를 공격하는 기술의 하나. 머리는 바닥으로l 발은 위로 향하게 상대편을 들어 올린 뒤에 수직으로 떨어뜨려서 상대편의 머리가 바닥에 부딪치게 한다.
데드레커닝,품사 없음,신호가 없는 동안에는 추측하여 상태 정보를 갱신하는 일. 분산 네트워크 기반 실시간 시뮬레이션 환경에서 트래픽 데이터를 감소시키기 위하여 사용하는 기법이다. ⇒규범 표기는 미확정이다.
데드렌트,품사 없음,광구(鑛區)를 빌릴 때l 채굴을 하고 안 하고에 관계없이 일정한 최저 요금을 지불하도록 하는 계약.
데드로크,명사,서로 다른 둘 이상의 프로세서들이 상대 프로세서가 차지하고 있는 자원을 기다리는 무한 대기 상태. ⇒규범 표기는 미확정이다.
데드로크컨디션,품사 없음,무인 반송 차가 좁은 지역에서 움직일 수 없는 상태. ⇒규범 표기는 미확정이다.
데드록검출,품사 없음,교착 상태의 발생 여부를 판별하고l 교착 상태에 관련된 프로세스와 자원들을 판별하는 작업. ⇒규범 표기는 미확정이다.
데드록리커버리,품사 없음,시스템이 둘 이상의 프로세서가 서로 다른 자원을 요구하면서 양쪽 모두 작업 수행을 할 수 없이 대기 상태로 필요 조건을 제거함으로 교착 상태를 해결하는 일. ⇒규범 표기는 미확정이다.
데드록복구,품사 없음,시스템이 둘 이상의 프로세서가 서로 다른 자원을 요구하면서 양쪽 모두 작업 수행을 할 수 없이 대기 상태로 필요 조건을 제거함으로 교착 상태를 해결하는 일. ⇒규범 표기는 미확정이다.
데드록컨디션,품사 없음,무인 반송 차가 좁은 지역에서 움직일 수 없는 상태. ⇒규범 표기는 미확정이다.
데드록회피,품사 없음,둘 이상의 프로세서들이 자원 경쟁을 벌일 수 있음을 인정하고 이를 적절히 피해 가는 일. ⇒규범 표기는 미확정이다.
데드롤링,품사 없음,페이더를 완전히 내린 상황에서 디스크나 테이프를 재생시켜서 소리나 화면이 전송되지 않게 하는 기법.
데드룸,명사,실내의 음향 효과 가운데 흡음이 좋아서 소리가 울리지 않고l 잔향 시간이 짧은 공간.
데드리프트,품사 없음,역도에서l 웨이트 트레이닝의 하나. 선 자세로 무릎을 편 채 몸을 굽혀서 팔을 뻗어 역기를 잡고l 상체를 일으키는데 팔을 쓰지 않고 위로 들어 올린다.
데드리프트슈퍼플렉스,품사 없음,외국 프로 레슬링에서l 링 밖에 있는 상대편을 공격하는 기술의 하나. 상대편이 링 밖에서 로프에 가까이 있을 때l 로프에 올라서서 한쪽 팔로 상대편의 목을 감싸 잡고 다른 쪽 팔로 상대편의 바지나 허리 부분을 잡는다. 그 상태에서 상대편을 들어 올려 뒤로 넘겨서 바닥에 떨어뜨린다. ⇒규범 표기는 미확정이다.
데드링,품사 없음,전화선에서l 플러그의 칩에 의해 잭의 칩과 링이 단락되는 것을 방지하기 위해 플러그의 칩과 링 사이에 설치한 절연된 금속 링.
