어휘,품사,뜻풀이
휴대용계측기,품사 없음,일반적인 계측기보다 이동할 때 휴대하기 편리하도록 만든 계측기. 꼭 필요한 기능만 가짐으로써 부피를 줄이고l 전원으로 건전지를 사용할 수 있게 구성한다.
휴대용공기청정기,품사 없음,손에 들거나 몸에 지니고 다닐 수 있도록 만든 공기 청정기.
휴대용구술기계,품사 없음,한 곳에서 다른 곳으로 이동하기 편하도록 만들어졌으며 자가 전원이 있는 구술 기계.
휴대용금속탐지기,품사 없음,총기류 따위의 물품을 적발하기 위하여 출입국자의 신변을 검색하는 데 사용하는 봉형의 금속 탐지기.
휴대용기기,품사 없음,이동은 가능하나 고정된 위치에서만 통신 네트워크에 접속할 수 있는 스테이션.
휴대용다중매체재생기,품사 없음,음악 및 동영상 재생l 디지털 사진 촬영 따위의 기능을 두루 갖춘 휴대용 재생 장치.
휴대용단말,품사 없음,한 손으로 들고 다니며 이동할 수 있고l 손에 든 채로 입력 조작을 할 수 있게 만들어진 소형의 단말 장치.
휴대용단말기,품사 없음,휴대용 타자기 또는 휴대용 디스플레이로 이루어져 있으며l 음향 커플러를 이용해서 일반 전화기에도 연결하여 쓸 수 있는 단말기.
휴대용단말장치,품사 없음,한 손으로 들고 다니며 이동할 수 있고l 손에 든 채로 입력 조작을 할 수 있게 만들어진 소형의 단말 장치.
휴대용데이터매체,품사 없음,운반하기 쉽도록 판독 장치와 독립적으로 만들어진 데이터 저장 매체.
휴대용롤러베드,품사 없음,트럭이나 항공기 따위를 이용하여 무거운 화물을 실어 나를 때 사용하는 장치. 롤러 위에 화물을 올려 쉽게 옮길 수 있으며l 휴대하여 필요한 곳에 설치할 수 있다는 장점이 있다.
휴대용 마사지기,품사 없음,손에 들거나 몸에 지니고 다니면서 사용하도록 만든 마사지기. 원하는 부위에 대고 작동시켜l 안마의 효과를 낸다.
휴대용멀티미디어재생기,품사 없음,음악 및 동영상 재생l 디지털 사진 촬영 따위의 기능을 두루 갖춘 휴대용 재생 장치.
휴대용멀티미디어플레이어,품사 없음,음악 및 동영상 재생l 디지털 사진 촬영 따위의 기능을 두루 갖춘 휴대용 재생 장치.
휴대용무선공유기,품사 없음,일반 무선 공유기보다 작게 만들어 간편하게 휴대하여 사용할 수 있도록 만든 무선 공유기.
휴대용무선신호기,품사 없음,청각 장애인이 전화벨l 초인종l 노크l 아기 울음소리 등을 알 수 있도록 소리를 진동이나 빛으로 알려 주는 휴대용 기기.
휴대용무전기,품사 없음,이동하면서도 통화할 수 있는 휴대용 무선 송수신기. 일반적으로 초단파대 또는 극초단파대의 주파수를 이용한다.
휴대용미디어플레이어,품사 없음,음악 또는 동영상 파일의 재생 기능을 갖춘 휴대용 재생 장치.
휴대용방공시스템,품사 없음,개인이 휴대할 수 있는 견착(肩着) 사격식 지대공 유도탄.
휴대용방사능탐지기,품사 없음,알파l 베타l 감마l 중성자 방사선의 탐지를 위해 사용하기 편리하게 만들어진 방사능 탐지기. 화생방 정찰차의 화생방 센서 처리기로 이 장비를 조종하여 방사능 유무를 확인한다.
휴대용분무기,품사 없음,기관지 천식 따위의 요법에 약물을 담아 쓰는 휴대용 분무 장치.
휴대용생물학식별기,품사 없음,항원 항체 반응 결과로 특정 생물학 작용제의 식별이 가능하고l 야전에서 수상한 포탄 또는 파편 내 생물학 작용제의 존재 여부를 확인할 수 있도록 만든 휴대용 식별 기기. 에어로졸 흡입 및 자동 분석이 가능하며 페스트균l 탄저균l 포도상 구균l 리신l 보툴리눔 독소의 식별이 가능하다.
휴대용 선풍기,품사 없음,손에 들거나 몸에 지니고 다니면서 사용하도록 만든 선풍기.
휴대용소형송수신기,품사 없음,송신과 수신의 기능을 함께 가진 소형의 휴대용 무선 통신 장치.
휴대용수준기,품사 없음,수평선 또는 수평면을 구하기 위한 측량에 사용되는 간단한 수준기.
휴대용스캐너,품사 없음,손에 들거나 몸에 지니고 다닐 수 있게 만든 스캐너.
휴대용압력계,품사 없음,가스나 액체의 압력을 측정하는 데 쓰는 휴대용 계기.
휴대용앙부일구,품사 없음,국립 중앙 박물관에 소장된l 조선 시대의 휴대용 해시계. 앙부일구는 조선 세종 때에 처음 만들어졌고l 이 시계는 고종 8년(1871)에 강건(姜健)이 서울의 위도를 표준으로 하여 만든 것이다. 우리나라 보물이다.
휴대용연료전지발전시스템,품사 없음,운전 중에 이동시킬 수 있거나 특정 장소에서 안전하도록 만든 연료 전지 발전 시스템.
휴대용연료탱크,품사 없음,선외기 따위에 사용하는l 휴대하기 쉬운 연료 탱크.
휴대용음주측정기,품사 없음,손에 들거나 몸에 지니고 다닐 수 있게 만든 음주 측정기.
휴대용인터넷,품사 없음,이동하는 중에도 휴대형 무선 단말기를 이용하여 각종 데이터를 주고받을 수 있는 인터넷.
휴대용자료매체,품사 없음,운반하기 쉽도록 판독 장치와 독립적으로 만들어진 데이터 저장 매체.
휴대용작업등,품사 없음,연극 분야에서l 무대 설치를 위해 사용하는 작업등.
휴대용전자파일,품사 없음,아이시 카드에서 데이터의 저장l 검색l 제어 기능을 제공하는 장치.
휴대용전지,품사 없음,간편하게 휴대하여 사용할 수 있도록 만든 전지.
휴대용전화기,품사 없음,손에 들거나 몸에 지니고 다니면서 걸고 받을 수 있는 소형 무선 전화기.
휴대용조명기구,품사 없음,전원이 연결된 상태에서도 한 장소에서 다른 장소로 쉽게 옮길 수 있는 조명 기구.
휴대용지뢰지대탐지장비,품사 없음,모든 종류의 금속 및 비금속 대전차 지뢰 및 대인 지뢰를 탐지할 수 있는 장비.
휴대용착암기,품사 없음,압축 공기를 써서 구멍을 뚫는 소형 경량의 기계. 갱내 따위 좁은 장소에서 주로 사용한다.
휴대용 충전기,품사 없음,몸에 지니고 다니면서 밖에서도 사용할 수 있도록 만든 충전기.
휴대용 카세트,품사 없음,몸에 지니고 다닐 수 있도록 만든 카세트.
휴대용컴파일러,품사 없음,프로세스 제어 장치로 로드 가능한 기계어의 프로그램을 생성하는 장치. 데이터 입력용 자판l 디스플레이l 프린터로 구성되어 있으며 프로그램의 컴파일 리스트를 파악할 수 있다.
휴대용케이블릴,품사 없음,한 장소에서 다른 장소로 쉽게 옮길 수 있는 케이블 릴.
휴대용콘센트,품사 없음,유연 케이블에 연결하여 쓰거나 통합체가 되게 하고l 전원에 연결된 채로 한 장소에서 다른 장소로 쉽게 옮길 수 있는 콘센트.
휴대용타자기,품사 없음,여러 장소를 손쉽게 이동하면서 사용할 수 있게 만든 타자기. 이동 중에 기계를 보호하기 위하여 통상적으로 운반용 케이스가 갖추어져 있다.
휴대용품,명사,손에 들거나 몸에 지니고 다니는 여러 가지 물품.
휴대용피시,품사 없음,손에 들거나 몸에 지니고 다닐 수 있게 만든 컴퓨터.
휴대용항행제어등,품사 없음,비행장 부근에서 항공기를 조정하기 위하여 제어용 식별 신호를 발사하는 등. 손으로 운반할 수 있도록 설계되어 있다.
휴대이동실감형메일해석기,품사 없음,실감형 사용자 인터페이스를 이용하여 실감형 메일 콘텐츠를 재생하거나 제어하는 장치.
휴대인터넷,품사 없음,이동하는 중에도 휴대형 무선 단말기를 이용하여 각종 데이터를 주고받을 수 있는 인터넷.
휴대자료매체,품사 없음,운반하기 쉽도록 판독 장치와 독립적으로 만들어진 데이터 저장 매체.
휴대장치,품사 없음,손에 들거나 몸에 간편하게 지니고 다닐 수 있는 기기.
휴대전화,품사 없음,손에 들거나 몸에 지니고 다니면서 걸고 받을 수 있는 소형 무선 전화기.
휴대 전화 강국,품사 없음,휴대용 전화기 산업으로 국제 사회에서 그 세력을 인정하는 나라.
휴대전화기,품사 없음,손에 들거나 몸에 지니고 다니면서 걸고 받을 수 있는 소형 무선 전화기.
휴대전화기지국,품사 없음,기지국이 없어서 서비스를 제공받지 못하는 지역에 긴급히 서비스를 제공할 필요가 있거나l 일시적으로 통화량이 폭주하는 지역에서 원활한 통화 소통을 가능하게 하기 위하여 수시로 이동하여 서비스를 제공하는 기지국. 이동 전화와 ‘이동 전화 교환국’ 사이에 위치하여 무선 링크와 유선 링크에 적합하도록 신호 포맷을 바꾸어 주는 역할을 하며l 이동체의 수신 전계 강도를 측정하여 이동 전화의 위치를 파악하는 데 필요한 정보를 이동 전화 교환국에 제공한다.
휴대전화깡,품사 없음,휴대 전화를 개통한 뒤에 그것을 팔아 현금으로 돌려쓰는 행위.
휴대전화중독증후군,품사 없음,지나친 휴대 전화 사용으로 휴대 전화를 사용하지 못하면 불안해하는 증상.
휴대정보기기,품사 없음,컴퓨터 기능을 가지고 있는l 손바닥 정도 크기의 기계를 통틀어 이르는 말.
휴대정보단말,품사 없음,들고 다니는 개인 단말기. 작고 가벼우며 컴퓨터와 인터넷l 휴대 전화 따위의 기능을 가지고 있다.
휴대증,명사,무기 따위를 손에 들거나 몸에 지니고 다닐 수 있도록 허가한 증명서.
휴대 지도,품사 없음,손에 들거나 몸에 지니고 다닐 수 있을 만큼 작은 지도.
휴대채굴용케이블,품사 없음,늘 설치하여 두는 부설이 금지되거나 비실용적일 때l 전기 기계 장치와 전기 에너지원을 연결하는 데 쓰는 유연한 케이블.
휴대폰,명사,손에 들거나 몸에 지니고 다니면서 걸고 받을 수 있는 소형 무선 전화기.
휴대폰 거치대,품사 없음,휴대폰을 고정하여 받쳐 놓는 대. 주로 자동차나 탁상 위에 놓고 고정된 받침대에 부착하여 사용한다.
휴대폰결제깡,품사 없음,휴대폰을 이용하여 소액 결제를 하면 결제 금액 가운데 일부를 이자나 수수료 명복으로 뗀 뒤 나머지를 현금으로 입금해 주는 불법 대출.
휴대폰용,명사,휴대폰에 쓰임. 또는 그런 물건.
휴대폰통화료,품사 없음,휴대폰을 사용하고 내는 요금.
휴대폰파손보험,품사 없음,휴대폰이 깨어져 못 쓰게 되었을 때 보상받을 수 있는 보험.
휴대품,명사,손에 들거나 몸에 지니고 다니는 물건.
휴대품검사관,품사 없음,소관 공무원을 지휘하여 여행자와 승무원의 휴대품을 검사하고l 불법 휴대 물품의 단속 및 이들 물품의 유치 및 예치 업무 따위를 수행하며 출입국 검사장을 관리하는 사람.
휴대품과,명사,휴대품과 관련된 업무를 처리하는 담당 부서.
휴대품목록,품사 없음,외국의 무역선이나 비행기가 입항할 때l 승무원의 휴대품에 대하여 개인별로 품명l 수량 따위를 작성한 리스트.
휴대품보관소,품사 없음,다른 사람의 외투나 소지품 따위 물품을 대신 맡아 관리하는 곳.
휴대품신고서,품사 없음,입국할 때 신원 및 반입 물품을 자진하여 신고하기 위해 작성하는 서류.
휴대품유치서,품사 없음,면세 범위를 초과하거나 반출입이 금지된 휴대품 따위를 따로 보관할 때 발행하는 서류.
휴대하다,동사,손에 들거나 몸에 지니고 다니다.
휴대형,명사,손에 들거나 몸에 지니고 다님. 또는 그런 물건.
휴대형기기,품사 없음,손에 들거나 몸에 간편하게 지니고 다닐 수 있는 기기.
휴대형다중매체재생기,품사 없음,음악 및 동영상 재생l 디지털 사진 촬영 따위의 기능을 두루 갖춘 휴대용 재생 장치.
휴대형에이치디디,품사 없음,영상l 음악 따위의 멀티미디어 데이터를 기록하고 재생할 수 있는 휴대용 디스크의 표준 규격.
휴대형자기스캐너,품사 없음,신용 카드 따위의 자기 테이프에 기록된 정보를 판독할 수 있는 휴대형 장치.
휴대형키보드,품사 없음,휴대용 컴퓨터에 연결하기 위하여 휴대성을 중심으로 고안된 키보드.
휴덕,명사,아름답고 갸륵한 덕행.
휴덕하다,동사,어떤 분야나 사람을 열성적으로 좋아하는 것을 잠시 멈추다.
휴도,명사,뛰어난 계책.
휴등,명사,설치한 시설는 그대로 두고 전등만 떼어서 한동안 불을 켜지 아니함.
휴등되다,동사,설치한 시설는 그대로 두고 전등만 떼어져서 한동안 불이 켜지지 아니하다.
휴등하다,동사,설치한 시설는 그대로 두고 전등만 떼어서 한동안 불을 켜지 아니하다.
휴런호,명사,북아메리카에 있는 오대호의 하나. 오대호 가운데 두 번째로 큰 호수로l 철광석ㆍ석탄ㆍ밀 따위를 실어 낸다. 면적은 5만 9570㎢.
휴렛패커드그래픽스언어,품사 없음,미국 휼렛 패커드사(Hewlett-Packard社)에서 개발한l 벡터 그래픽스 형식에 기반을 둔 플로터 언어. 플로터를 제어하는 명령어들로 구성되어 있으며l 프로그램에서는 이러한 명령어들을 사용하여 그래픽 이미지를 생성할 수 있다. ⇒규범 표기는 ‘휼렛 패커드 그래픽스 언어’이다.
휴렛패커드인터페이스버스,품사 없음,소규모의 컴퓨터 시스템l 의료 장비 따위에 사용되는 버스 시스템. 미국의 휼렛 패커드사(Hewlett-Packard社)에서 개발하였다. ⇒규범 표기는 ‘휼렛 패커드 인터페이스 버스’이다.
